Title,initial
"a differentiable function but its derivative is discontinuous everywhere","2015"
"Show that $1-(-1)^n +1/n$ is divergent.","2015"
"An inequality concerning a particular function of two variables","2014"
"A function $g : \mathbb{R} \to \mathbb{R}$ is right-continuous if and only, if it preserves infima","2016"
"Given a sequence $\{x_n\}$, define its Cesaro Means....`","2015"
"Proving that evry polynomial of odd degree has at least one root on R","2015"
"If $f: A \to B$ is injective and $B$ is countable, then so is $A$.","2013"
"Real Analysis Archimedian Property","2015"
"Given $f(0)>0, f(1)<0$ then prove $\exists x_0$ st $f(x_0)=0$","2014"
"An application of Weierstrass theorem?","2011"
"Finding the second derivative of $f:G \rightarrow L(\mathbb{R}^n,\mathbb{R}^n), f(A) = A^{-1}$","2016"
"Can you replace $x$ with $x^2$ for any Maclaurin series?","2016"
"Let $\mathcal{C}\subseteq \mathbb{R}$ be a closed. Define $d(x)=\inf_{t\in \mathcal{C}}|x-t|.$","2016"
"Provide an example where absolute and norm are different","2014"
"Proving ""$\{s_{n}\}$ converges to L"" is false iff $\exists c>0$ such that $|s_{n}-L|>c$ for infinitely many $n$","2013"
"$X$ compact metric implies $X$ separable","2014"
"real analysis function takes on each value twice?","2012"
"Finding a continuous function $f: \mathbb{R} \to \mathbb{R}$ such that $f(\mathbb{R})$ is neither open nor closed","2013"
"Open map as a corollary of the inverse function theorem","2014"
"Counterexample for Lebesgue Integral of function that is not bounded.","2014"
"Uniformly Approximating Lipschitz functions by Polynomial Functions","2014"
"Bounded polynomials are Lipschitz","2014"
"proving an inequality by the mean value theorem","2014"
"How do I test the convergence of this integral?","2014"
"Ratio Test for Sequence","2014"
"Continuous Proper functions","2014"
"Inequality for a non-decreasing function","2015"
"How can one find this limit","2014"
"Test function to distinguish between irrational and rational numbers","2014"
"Intermediate value property problem and continuous function","2012"
"Example of function sequence","2014"
"Let $f(x) = \operatorname{max}(\sin x; \cos x)$ for all $x \in \Bbb R$.","2014"
"consequence of mean value theorem?","2014"
"Converse of Intermediate Value Theorem with additional assumptions","2016"
"A property of absolutely continuous functions","2014"
"Connectedness and intersection problem","2013"
"Introduction to Real Analysis (Proof Based Course) Spivak vs Baby Rudin?","2015"
"Proof of $f \in C_C(X)$ where $X$ is a metric space implies $f$ is uniformly continuous","2012"
"Prove there is a unique natural number n so that 1/(n+1) ≤ r < 1/n.","2014"
"A consequence of Lusin's theorem","2012"
"Lipschitz functions preserve $F_{\sigma}$?","2013"
"Direct inequality proof of $f(x) = \frac{x}{1+x}$","2016"
"Use the Mean Value Theorem to show the following inequality:","2016"
"Rudin Series ratio and root test.","2012"
"What am I doing wrong in this proof?","2015"
"Limsup of sequence of functions","2016"
"Does this derivation on differentiating the Euclidean norm make sense?","2011"
"pointwise convergence on Fourier series","2012"
"Why define the Cantor set with an intersection?","2012"
"compact support of a function?","2014"
"Fundamental Theorem of Calculus real analysis","2014"
"Real Analysis FTC question","2014"
"Is the function $f\left(x,y,z\right) = \left(e^{x^2}+y+z,x+e^{y^2}+z,x+y+e^{z^2}\right) $ One-to-one?","2016"
"Image of a function","2014"
"Proof attempt at $\sqrt{4} \in \mathbb{Q}$","2015"
"Integrability and Fubini","2013"
"Ratio Test Question","2015"
"Why $[0,1]$ is connected","2015"
"How to show that $\sqrt{2+ \sqrt{s_n}}$ is increasing","2015"
"example for using dominant convergence theory and counterexample","2014"
"Exponential Function Question","2012"
"How to check uniform continuity","2014"
"Continuous functions on $[0,1]$ is dense in $L^p[0,1]$ for $1\leq p< \infty$","2012"
"Pointwise convergence of functions with jumps to a smooth function possible?","2015"
"Set of the form $m + n \alpha $ is bounded by $0$?","2014"
"A function such that $\{f(x)>0\}$ not measurable despite $\{f(x)=\alpha\}$ measurable for each $\alpha \in \mathbb{R}$","2016"
"A sequence of functions which converges point wise to a function but does not converge in L_2","2016"
"Showing there exists no subintervals without digit.","2016"
"Proving $R^2$ \ ${(0,0)}$ is pathwise connected and connected","2011"
"Remark 4.31 from baby Rudin","2015"
"Can the zeros of a non-zero differentiable function have a limit point?","2015"
"Show constructively that the sequence definition of continuity implies the epsilon-delta definition","2015"
"To find condition on constant term of a polynomial.","2015"
"If $\forall \epsilon >0$ there is no element in $S$ greater than $s$ and $\exists$ element in $S$ greater than $s-\epsilon$, then $s$ is the supremum","2013"
"half-bounded subsets of R, either open or closed?","2013"
"Converse of mean value theorem","2014"
"$f: (X, d) \to \mathbb{R}$ continuity","2014"
"Prove that $\lceil\cdot\rceil$ is well-defined?","2016"
"Definition of differentiable function","2014"
"using Jordan-Hahn decomposition to prove $|\int_{\Omega} f d\mu|\leq \int_{\Omega} |f| d|\mu|$","2014"
"Construction of a certain function.","2013"
"Provide an example of a bounded subset of R that does not have a supremum.","2014"
"Is there any well-known result about differentiability of the limit of a sequence of diff. functions?","2014"
"non-convex normal domain","2011"
"If $f=F'$ and $|f|$ is Riemann integrable, how to show that $f$ is Riemann integrable?","2011"
"Proof that $\sum\limits_{i=1}^k \log(i)$ belongs to $O(k)$","2011"
"Did I prove this statement correctly? Limits and Continuity","2012"
"Understanding limit superior","2012"
"$f=\infty$ on a set of measure 0, then $\int_E f = 0$","2012"
"$\limsup \sup \frac{f(x,y)}{g(x,y)}$","2011"
"Analysis. Easy recurrence relation question","2014"
"Proof of infinitely many rationals ""close"" to a rational","2014"
"Can a monotone decreasing function intersect $y=-x$ on a set of more than measure $0$?","2015"
"Example or counterexample to this question about compactness.","2014"
"Uniform Continuous and Continuous Proof.","2012"
"A formal proof required using real analysis","2013"
"An example of a bijective function with an infinite number of discontinuity","2014"
"Do these two sequences converge to same limit?","2012"
"question about derivative of exponential function","2012"
"Prove limit of function - need help","2015"
"Continuity of the map $f:0.a_1a_2a_3\ldots \mapsto 0.0a_10a_20a_3\ldots$","2012"
"Showing that the operator norm is equal to the q-norm.","2016"
"Definition of Bilinear maps.","2014"
"a multiple choice question regarding the condition of existence of fixed point","2013"
"Is it true $ f'(x)\le f(x) \implies f(x)=0$ for all $x$?","2016"
"Finding limit superior and inferior","2016"
"density of {nx+m} but in general case","2014"
"Sequence of functions converging into a non differentiable function.","2016"
"the bump function is smooth","2015"
"How to prove the function $f$ has an antiderivative?","2015"
"Finding all limit points of the sequence $a_n=(-n)^{(-n)^n}$","2011"
"Analysis problem covering rationality/irrationality","2013"
"Real Analysis Intervals and Boundedness","2012"
"real analysis on max min and boundedness","2012"
"Do we have a notation for a quantity that is smaller or larger than x by an infinitesimal amount?","2014"
"What is the name of this theorem or lemma?","2016"
"Convergence of supremum norms","2015"
"How to prove the interchangeability of limit and integration when the limit of integration is a sequence?","2015"
"If $a \frac{\partial}{\partial x} (f+g) = \sin(f-g)$ and $f= f_0 + af_1 + a^2 f_2 + a^3 f_3+...$, then finding $f_0, f_1, f_2$ and $f_3$","2014"
"Compactness proof of $\mathbb{R}^2$","2013"
"""Counterexample"" to L'Hopital's Rule as an exercise in ""Understanding Analysis"" by Stephen Abbott, 2nd Edition","2016"
"A problem on path-wise connectedness","2014"
"If $\int f^n=\int f$then $f=\chi_E$","2014"
"example that the existence of the limit of this sequence does not imply the existence of $f'(c)$","2013"
"Showing that if $\lim\limits_{x \to a} f'(x)=A$, then $f'(a)$ exists and equals $A$","2013"
"mathematical analysis pre calculus","2015"
"Question on Absolute Continuity","2011"
"Are bounded linear maps continuous?","2011"
"$f(x)+f(y)\leq f(x)f(y)$","2016"
"Tough integral related to the volume of a set","2014"
"Cauchy-product of convergent series from PMA Rudin","2015"
"Iterated integrals agree and finite but double is infinite","2015"
"Measurable set in the product measure","2014"
"Prove that the following series do not converge absolutely","2014"
"Check for extrema points on the boundary","2014"
"Proof that a continuous function is zero","2014"
"Show that if $a_n> 0$ and $\lim na_n = \ell$ with $\ell \neq 0$ then the series $\sum a_n$ diverges","2015"
"almost upper bound","2013"
"Hints for this. Let $f(x) = \sum_{n=1}^\infty \frac{\sin nx}{n^2}$. Find the values for $\int_0^{\frac{\pi}{2}}f(x)dx$ and $f'(x)$","2016"
"How do i prove the existence of reals satisfying this inequality?","2014"
"One example: $f'(a)$ isn't invertible function, then $(f^{-1})'(f(a))$ isn't invertible.","2016"
"How would I prove that this function is affine?","2016"
"Prove $f(a)+f(b)=[\frac{2}{(b-a)}] \int_a^b [f(x)+(x-m)f'(x)]dx$.","2014"
"Are step functions monotonic functions?","2015"
"$\{r \in \mathbb Q\mid r>0 \text{ and } r^2 < 2\}$ has no least upper bound.","2016"
"If $\lim\limits_{x \to \infty} f'(x) = L$ and $\lim\limits_{n \to \infty} f(n) = A$ exists, prove that $L = 0$.","2013"
"Bounded linear operators on Hilbert space is a $C^*$ algebra","2015"
"Riemann Localization Theorem","2015"
"Set $S={x^{3}+2x<4}$ bounded from above or below?","2015"
"Extending to Continuous Function？","2013"
"A sequence with no almost everywhere converging subsequence","2013"
"Can we create a dense set in the interval by this steps?","2012"
"Show that the sequence $1+\frac{1}{2!}+\frac{1}{3!}+\cdots+\frac{1}{n!}$ is Cauchy","2013"
"Proving a set is open","2013"
"How to apply Borel-Cantelli Lemma here?","2013"
"$\bar{S}(x,r)$, does not contain all y with $\rho(x,y)\leq r$","2012"
"A Problem with Intermediate Value Property and a partial converse question","2014"
"Prove that for $x>1$ there exists $n\in\mathbb N\colon y < x^n$.","2012"
"Stone Weierstrass real applicaton?","2015"
"Why is $df_x(h)$ linear in $h$?","2016"
"Given two open sets, show their sum is open","2016"
"Riemann-Stieltjes integral of a monotonic function zero","2014"
"What could have been meant in this Cantor set exercise?","2014"
"Does Weak $L^{2}$ Convergence on Finite Measure Spaces Imply Strong $L^{1}$ Convergence?","2013"
"Intro to proof in real analysis 1","2013"
"Equicontinuous family of functions with $f_n(t)=f(nt)$","2015"
"Prove sequence convergence to $1$","2011"
"Prove divergence and conclude that there is no universal ""smallest"" comparison series to test divergence","2011"
"Uniform convergence questions","2016"
"if $f$ doesn't have any underbound then $\frac1f$ is not Riemann integrable","2015"
"If f and g are monotone functions, such that f is continuous and f(x)=g(x) for rationals x, then g is also continuous","2014"
"Perfect set of irrationals","2014"
"Is $\sqrt{2t \log{\log{\frac{1}{t}}}}$ increasing for $t\in(0,a)$, for a suitable $a>0$?","2015"
"compactness in $\Bbb R^2$ of $\{ (x,y) \in \Bbb R^2 : x^2+y^2=1\}$ and $ \{ (x,y) \in \Bbb R^2 : x^2+y^2>1\} $","2016"
"My proof uses derivatives. Can I extend it to non-differentiable functions?","2016"
"how to prove that this sequence not converges uniformly?","2011"
"Improper convergent integral with interior singularity","2016"
"Check a solution for derivative inequality problem","2014"
"Bijection between set of real numbers R and the cantor set in R.","2016"
"Showing that the measurable sets $A,B$ satisfy $|A \times B| = |A||B|$","2012"
"Determine if $\displaystyle\sum_{k=1}^\infty\sin(kx)\sin\left(\cfrac{1}{kx}\right)$ is convergent","2014"
"Does there exist a continuous onto function from $\mathbb{R}-\mathbb{Q}$ to $\mathbb{Q}$?","2015"
"$\{f_n\} \in \mathcal{R}[a,b]$, converges pointwise to $f\in \mathcal{R}[a,b]$. Prove $\lim_{n\to\infty}\int_a^b f_n \, dx = \int_a^b f \, dx$.","2014"
"Existence of maximum value of a discontinuous function","2012"
"Proof of $\lim\limits_{n \to \infty} x^n = 0$","2015"
"$f(n)$ such that $\lim_{n\to +\infty}(f(n)\ln(n+1)-\ln(n))=1$","2011"
"$f(x)$ and $h(x)$ are absolutely continuous functions. Is $e^{f(x)} |h(x)|$ as well?","2011"
"Uniform Convergence of a Simple sequence","2015"
"Prove that if $\lim\limits_{x\to 0}f\big(x\big(\frac{1}{x}-\big\lfloor\frac{1}{x}\big\rfloor\big)\big)$, then $\lim\limits_{x\to 0}f(x)=0$","2015"
"Constructing a bijection between $S=[1,2]$ and $T=[1,2)$","2016"
"proving inequality using the mean value theorem","2015"
"Two methods to prove the sequence is monotonic?","2013"
"Definition of Measure of an Interval","2014"
"Getting the limit to infinity of $\lim_{n\to\infty} (\frac{a^n + b^n +c^n}{3})^{1/n} $?","2014"
"to prove that a function is a Differentiable function?","2015"
"How does this proof on differentiation work?","2012"
"Uniform convergence of $x^n$ on $(-1,1)$.","2012"
"L'Hopital with an inverse function","2014"
"When is the function f(x)=$\alpha x(1-x)$ a contraction?","2016"
"K-cell vs closed ball in proofs","2016"
"Explanation of the Bounded Convergence Theorem","2012"
"Darboux theorem from Rudin PMA","2015"
"Problem in solving a question concerning real analysis.","2016"
"Property of rational exponentiation of a real number","2015"
"the relationship between measurable sets and intervals","2016"
"Proof that square root of 2 exists and is a real number","2015"
"If $\int_\Omega f\phi=0$ then $f=0$ a.e. in $\Omega$","2014"
"Real analysis: $\epsilon-N$ proof","2014"
"uniform continuity of maximum of slice function","2014"
